codigo;abc;tipo;saldo_manut;provid_compras;recebimento_esperado;transito_manut;stage_manut;recepcao_manut;pendente_ri;pecas_teste_kit;pecas_teste;fornecedor_reparo;laboratorio;wr;wrcr;stage_wr;cmm;coef_perda
OOWR-006659;C;20;0;0;0;0;0;0;0;1155;0;0;0;0;0;0;0;1
BOCR-044947;C;20;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
COCR-006328;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IOZR-078105;C;10;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0
MOPR-053686;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
XOKR-000551;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ROXR-083650;C;20;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
VODR-064754;C;20;110;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1
IOSR-024334;C;10;4;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
WSGP-053966;C;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SOQR-058024;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
KOYR-004506;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOWR-094357;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
KOJR-002254;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FAZO-080611;C;20;78;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
POWR-085942;C;10;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0
KOZR-071194;B;20;188;1000;0;205;12;0;0;849;0;0;0;10;0;0;5.68;0
BOER-056013;C;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
RMKC-070682;C;10;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
YOMR-045841;C;19;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
UONR-035854;C;10;0;0;0;111;0;0;0;0;0;0;0;4;0;0;0;0
SOHR-061860;C;20;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
VOMR-034578;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LSHP-003170;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YOCR-024738;C;20;56;0;0;0;0;0;0;13;0;0;0;0;0;0;0;1
SOMR-095581;C;20;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1
ZSTP-033064;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UOQR-050237;C;20;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OMLC-080677;C;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BOGR-060526;C;20;98;15;0;0;10;0;0;0;0;0;0;0;0;0;0;1
EOBR-033633;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IOJR-043339;C;20;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1
IOMR-083966;C;20;2;0;0;0;0;0;0;30;0;0;0;0;0;0;0;1
XOXR-034321;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ROCR-020343;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LOOR-060137;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
WOXR-001723;C;20;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DOOR-042485;C;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OSOP-062256;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
EOMR-034637;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ROKR-004849;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
RMTC-070784;C;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZOPR-051974;C;20;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;1
VOJR-030408;C;20;0;0;0;16;0;0;0;670;0;0;0;0;0;0;0;1
WOKR-025955;C;19;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
GOOR-075400;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YOZR-035726;C;20;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
OONR-081794;C;20;73;0;0;0;0;0;0;35;0;0;0;0;0;0;0;1
AOIR-021007;C;20;64;0;0;0;0;0;0;0;0;0;0;0;0;0;1.18;1
NMOC-050104;C;20;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;1
TOOR-053304;C;20;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
COCR-056753;C;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UOYR-038009;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SOBR-003059;C;20;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;1
IOXR-000615;C;20;28;0;0;0;0;0;0;0;0;0;26;0;0;0;0;1
MOLR-088263;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
XOJR-044543;C;19;8;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0
QOZR-058615;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HOKR-021392;C;20;1;0;0;10;0;1;0;0;0;0;0;0;0;0;8.33;1
NONR-008080;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IOOR-004951;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CSBP-033419;C;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YOVR-050681;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
COTR-095899;C;20;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SOXR-060531;C;19;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
CARO-010508;C;20;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GOXR-076406;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NOCR-045407;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OONR-013826;C;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
QSPP-104497;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
XOSR-062656;C;20;1;0;0;0;0;0;0;89;0;0;0;0;0;0;0;1
RMEC-090045;C;20;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WOER-058685;C;19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
TOSR-051088;C;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UOTR-016412;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
WOHR-030012;B;20;84;0;0;40;27;0;0;1452;0;0;0;384;0;0;254.17;1
SOWR-024706;B;19;1027;0;0;0;8;1;0;0;32;0;0;242;0;0;286.52;0
JOAR-058427;C;19;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
VOHR-094896;C;20;0;0;0;0;0;0;0;4;0;0;8;0;0;0;0;1
FOER-014490;C;20;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LSCP-033158;C;20;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.106837607
MSMP-001477;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0
JMOC-030308;C;19;0;0;0;0;0;0;0;0;0;0;0;288;0;0;0;0
SOCR-040778;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.67;1
KOFR-042704;C;20;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;1
JOER-002335;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOIR-043170;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
XOVR-025308;C;20;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
PSUP-032561;C;20;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ROXR-063664;C;20;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
POPR-043193;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CSGP-052158;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
VSGP-102225;C;20;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;1
QOLR-031486;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YOKR-081195;C;20;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GOTR-082885;C;20;60;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
UOFR-013748;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TOKR-051929;C;20;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.5;1
BOZR-090864;C;20;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
WOVR-011298;C;20;2;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0
MOKR-055871;C;20;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MOOR-056922;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GARO-030109;C;10;0;0;0;0;0;0;0;0;2;0;0;29;0;0;0;0
HOJR-082961;C;20;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ROWR-006023;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
RMCC-040693;C;20;530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IOER-092204;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FCDB-090529;C;10;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
OSXP-030049;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
XODR-021138;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
KEEF-070354;C;20;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
COCR-048611;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GOHR-016555;C;20;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LMGC-000155;C;10;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
HOBR-032044;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
JOAR-075778;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
COVR-015089;C;19;0;0;0;0;0;5;0;0;0;0;0;1061;0;0;7.49;0
XONR-051968;C;19;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0.17;0.326797386
JOVR-058557;C;20;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NOXR-062314;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
KOJR-013852;C;20;54;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1
TASO-010246;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TOTR-042522;C;19;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
BSNP-142159;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
XOZR-017016;C;20;64;21;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DOWR-064619;C;20;7;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1
COAR-004832;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FOVR-047211;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MORR-025638;C;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EOER-015735;C;10;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0
UOMR-022649;C;10;46;0;0;0;0;0;0;0;0;0;0;1;0;0;1.68;0
SOYR-062210;C;10;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0
QOGR-043779;C;19;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
ZSWP-113070;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.51;1
LOSR-030255;C;20;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1
POER-026847;C;20;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
BOWR-031252;C;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AOBR-070478;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KSTP-173224;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZSGP-082791;C;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.68;0
EOTR-051124;C;20;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
KOFR-006578;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZOUR-002298;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MOAR-065094;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ROAR-021234;C;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AONR-050487;C;19;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
IOOR-060935;C;20;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BOWR-090064;C;20;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;1
COUR-088978;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KONR-063423;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.5;0.293772033
BODR-063555;B;20;2697;0;0;352;0;0;0;238;0;0;0;3;0;0;52.84;0.197568131
NOZR-026358;C;20;47;0;0;0;0;0;0;0;0;0;0;0;0;0;3.33;1
ROPR-085888;C;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
OOXR-065586;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
WOTR-094321;C;20;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GOMR-001672;C;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
EOSR-000121;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZOXR-032876;C;20;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AOIR-078934;C;10;0;0;0;3;0;0;0;0;0;0;0;5;0;0;0;0
VOYR-076109;C;19;908;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0
TOAR-036890;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GOKR-014458;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SOZR-055328;C;20;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FOWR-093444;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
COSR-012417;C;20;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;1
ZOSR-006583;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
JOOR-024853;C;10;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
SMLC-010657;C;20;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GOUR-002925;C;20;2;0;0;115;0;0;0;0;0;0;0;0;0;0;0;1
XOHR-020667;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AOZR-088488;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YOQR-063866;C;20;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZOKR-064299;C;20;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FOLR-085262;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
QOFR-086011;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
QOGR-021355;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GOBR-062888;C;20;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0.17;1
KONR-088476;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.51;1
PONR-074880;C;20;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TOMR-041578;C;20;7;0;0;0;0;0;0;82;0;0;0;0;0;0;0;1
HOPR-045419;C;20;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
KOSR-073542;C;20;8;0;0;0;0;0;0;90;0;0;0;0;0;0;0;1
CMHC-050321;C;10;35;0;0;0;0;4;0;0;0;1;0;10;0;0;0;0
POKR-056599;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UOFR-085907;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IORR-078431;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
VOCR-048866;C;20;536;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
VOFR-065745;C;20;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YODR-016989;C;19;6;0;0;0;0;0;0;0;0;0;0;0;0;0;7.71;0
PONR-045573;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IOTR-064505;C;20;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
COYR-055604;C;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DOTR-061738;C;20;19;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
TSNP-032080;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;1
SCGB-053842;C;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
BODR-061340;C;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;0
COYR-056927;C;20;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
USUP-023214;C;19;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
EOER-081458;C;20;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZOXR-030469;C;19;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0
FOPR-065658;C;10;2;0;0;2;0;0;0;1;3;0;0;0;0;0;0.68;0
BOSR-085406;C;20;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UOWR-003148;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BOIR-005353;C;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JORR-000155;C;20;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;1
HOOR-033528;C;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.293772033
MSMP-073135;C;20;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
KOIR-043620;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LMHC-090286;C;20;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1
BSTP-062744;C;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XOMR-027712;C;20;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
BOUR-050316;C;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
WSZP-142989;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CODR-096258;C;10;74;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0
LONR-074248;C;20;51;0;0;0;0;0;0;537;0;0;0;0;0;0;0;0
LOXR-005261;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LOKR-034823;C;20;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AOVR-078765;C;20;1022;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1
KORR-025102;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MOFR-061403;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOLR-065768;C;19;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
ISJP-060077;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ROTR-006785;C;20;476;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
COVR-093961;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TOQR-015747;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.49;1
LOLR-018239;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
VOWR-042491;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZOJR-098205;C;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GOVR-010674;C;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;0
TORR-020883;C;20;31;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
QOYR-051927;C;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IQOB-072635;C;10;0;0;0;2;0;0;0;0;0;0;0;193;0;0;0.67;0
MOYR-055900;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PSAP-052544;C;20;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
XOTR-041314;C;20;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HOYR-066867;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
VOPR-012506;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZOSR-024210;C;20;59;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1
SOIR-091057;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MOWR-033461;C;20;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LOGR-050917;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OSDP-003001;C;20;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DOKR-045727;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HOYR-048984;C;19;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0
HOVR-010458;C;10;0;0;0;0;0;0;0;0;0;0;0;144;0;0;0;0
POER-021515;C;19;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
OSQP-051694;C;20;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33;1
DMHC-050497;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JODR-064845;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UOLR-075319;C;20;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
VOKR-021322;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ROLR-051528;C;20;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
AOYR-090587;C;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
XOTR-046795;C;20;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
QODR-063630;C;10;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0.01340842
EOZR-080411;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.51;1
YOGJ-060253;C;20;14;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1
GOXR-048730;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
JOAR-073134;C;20;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MOZR-098741;C;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IOXR-075987;C;20;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1
XSZP-132431;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ROLR-056955;C;20;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BQQB-032774;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
LMWC-060081;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OOAR-035956;C;10;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
DOAR-010715;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TOVR-001001;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OMXC-000637;C;19;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
SOZR-043930;C;20;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
PORR-063902;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;1
QOKR-051196;A;20;715;4000;0;602;31;0;0;163;0;0;0;499;0;0;499.34;0
WOER-018569;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZOYR-033899;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NOOR-061305;C;20;10;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
GOZR-066753;C;10;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0
LOVR-052869;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
NOBR-072027;C;20;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
EOER-080863;C;20;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
ISYP-113313;C;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.34;0
ZOLR-016309;C;20;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AOCR-043390;C;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TOOR-041247;C;20;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UOJR-093316;C;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MSVP-034527;C;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
WOYR-093657;C;20;0;0;0;0;0;0;0;486;0;0;0;0;0;0;0;1
YOCR-041860;C;20;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GOWR-002067;C;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.01
VOXR-038596;C;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;0
LORR-024660;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
QSFP-154246;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.17;1
HMXC-070934;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
WOYR-012288;C;20;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YOQR-065669;C;10;5;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0.18115942
DOCR-028253;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZOZR-020134;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UOVR-021552;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZOMR-018149;C;20;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;1
POZR-080912;C;20;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
KAZO-090416;C;20;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YOYR-056744;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UOUR-043665;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.84;1
WOGR-024525;C;10;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0.22172949
IOJR-010158;C;20;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
DSZP-083591;C;10;5;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
GEMF-070388;C;19;0;0;0;0;0;0;0;0;0;0;0;220;0;0;0;0
AOVR-052200;C;20;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GMRC-080189;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GOOR-060834;C;20;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1
YMDC-080467;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
COIR-062242;C;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ASCP-042823;C;20;33;0;0;0;0;0;0;0;0;0;174;0;0;0;0;1
GOHR-051440;C;20;55;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
